Venture_SKU,Homeroom_SKU
GR23002,1722606-01-0
GR22329,1669105-03-0
GR23166,1743391-01-0
60099-003,1703331-01-136
GR23918,1746004-01-0
GR22465,1669796-02-0
GR23897,1746108-01-0
GR22997,1722580-01-0
15546-888,1670987-01-0
15357-201,1619247-02-0
GR22935,1722582-02-0
GR23438,1748455-01-0
17034-000,1732956-01-0
17700-558,1528185-01-0
GR22021,1669906-01-0
GR23911,1745973-01-0
15358-201,1619244-03-0
GR19411,1743444-01-0
GR22845,1722576-02-0
GR22939,1722583-01-0
15599-585,1672661-01-0
15672-100,1675059-02-713
GR23906,1745978-02-0
GR22998,1743595-01-0
GR22999,1743595-02-0
17015-501,1726693-03-93
GR20235,1626834-01-0
GR22938,1722582-01-0
GR23443,1748459-01-0
19996-310,1713564-01-0
19988-331,1573229-05-0
18045-657,1666906-02-0
GR22978,1743609-02-0
GR22147,1669870-01-0
GR19208,1652231-01-0
GR23896,1746109-01-0
15349-000,1616152-02-0
50060-120,1744340-01-0
GR22505,1669179-02-0
19902-458,1541420-04-0
GR23441,1748463-01-0
GR23005,1722607-01-0
15996-505,1695526-02-24
15350-040,1711840-01-0
GR23893,1746101-01-0
GR23454,1748456-02-0
17033-001,1732942-01-0
GR23452,1748454-01-0
GR23916,1746000-01-0
GR23913,1745999-01-0
GR23450,1748465-01-0
GR23917,1746005-01-0
15667-420,1674635-02-0
GR19245,1610236-01-0
GR23356,1734340-01-0
GR23011,1743596-01-0
GR23449,1748457-01-0
19097-458,1734364-01-0
19960-999,1554055-02-0
GR20352,1626956-01-0
GR22378,1669122-02-0
GR22382,1669126-01-0
GR22142,1669853-02-0
17700-447,1528168-01-0
GR22138,1669859-01-0
6102-003,1725523-01-0
GR22141,1669861-01-0
GR22137,1669124-01-0
GR20272,1629092-01-0
19888-444,1619239-01-0
15110-060,1713562-01-0
16058-108,1715047-01-715
GR22519,1694869-01-0
GR19599,1619003-01-0
GR19970,1619015-01-0
15021-694,1616137-04-0
9550-408,1601146-01-0
GR20094,1627064-01-0
15351-550,1619256-01-0
19880-300,1619240-01-0
GR20087,1627058-01-0
16612-100,1746352-01-0
19925-088,1616170-01-0
9980-305,1560354-01-0
19973-331,1565861-08-45
50056-021,1744333-01-0
15572-403,1666895-04-0
GR23784,1745962-01-0
15510-341,1625582-03-39
16070-500,1726699-03-02
41000-270,1744365-01-0
GR20494,1629065-01-0
15555-888,1666912-03-0
GR23056,1743350-01-0
19931-588,1541294-01-0
15644-338,1674647-01-0
GR22209,1673230-01-0
GR19398,1609457-05-0
15570-888,1666892-02-0
GR23502,1746054-03-0
19933-588,1549796-03-0
19146-488,1616160-02-0
17007-501,1726695-05-02
GR22971,1722590-02-0
GR20273,1629091-02-0
GR19912,1626957-01-0
46100-150,1744368-01-0
15943-201,1689709-02-151
1571-6011,1648569-02-0
2071-076,1699707-01-0
15656-330,1674644-02-0
15031-888,1616145-01-0
15618-208,1704617-04-0
29992-778,1719349-01-0
GR23170,1743390-01-0
17046-500,1726710-01-93
GR20328,1626910-01-0
GR23453,1748456-01-0
GR19323,1609457-01-0
1501-408,1645053-01-0
17702-995,1574548-02-0
18918-855,1734361-01-0
GR23899,1746112-01-0
GR23894,1746098-01-0
GR23377,1734346-01-0
17001-501,1726695-05-31
GR23458,1748458-01-0
GR23451,1748468-01-0
GR23915,1746001-01-0
15567-885,1666901-02-0
GR22328,1669109-01-0
GR19989,1619027-01-0
GR23207,1743382-01-0
15020-440,1616138-01-0
GR22285,1669906-02-0
GR22095,1669812-01-0
GR20430,1652242-01-0
GR20088,1627059-01-0
19999-013,1711839-01-0
18080-201,1593485-01-0
GR20656,1636683-02-0
GR22218,1669161-02-0
GR14011,1694958-01-0
GR20446,1629056-01-0
GR14001,1627118-01-0
GR835,1694945-03-0
GR19992,1619029-01-0
GR22220,1669166-01-0
GR926,1743426-03-0
GR14000,1627119-01-0
47000-140,1740869-01-0
15578-888,1667783-04-0
19970-371,1560378-02-45
GR19272,1610278-05-0
GR930,1582200-01-0
GR802,1652267-01-0
GR19344,1610343-01-0
15522-888,1650551-01-0
GR22964,1746115-01-0
GR18368,1601221-01-0
GR19898,1745982-01-0
1105-308,1648462-01-0
15631-208,1704620-01-0
29993-428,1711780-01-0
GR22972,1722590-01-0
GR22973,1722591-01-0
15350-230,1711849-01-0
GR22967,1746116-02-0
15032-856,1616146-03-0
2094-485,1696777-03-0
GR19826,1745970-01-0
9358-999,1600227-01-0
GR20584,1652193-01-0
29892-858,1666918-02-0
GR22516,1694854-01-0
GR22515,1694902-01-0
GR22514,1694861-01-0
19146-438,1616160-01-0
15624-041,1719348-01-0
29993-101,1711779-03-0
15546-447,1670986-02-0
GR20145,1629055-01-0
17700-808,1616154-04-0
GR22438,1694771-01-0
GR19238,1610230-01-0
16019-101,1713584-01-44
GR19186,1610234-01-0
GR20314,1626885-01-0
19906-458,1730650-01-0
GR22836,1722570-01-0
GR22486,1669160-01-0
GR23032,1722620-01-0
GR23510,1746152-01-0
GR23022,1722612-01-0
GR22013,1669913-01-0
GR19605,1619009-01-0
GR23802,1746292-01-0
GR23828,1746293-01-0
20020-102,1740893-01-44
20021-102,1740889-01-48
19963-100,1740861-02-46
19996-250,1713590-01-0
GR20228,1626826-01-0
19985-334,1573237-02-41
GR22913,1743606-02-0
15032-995,1616146-02-0
15624-250,1704611-02-0
GR22965,1722586-01-0
16612-157,1566900-01-0
19972-337,1565861-07-41
15701-885,1671344-01-45
15693-420,1675058-03-713
GR23027,1722615-02-0
GR19268,1610280-01-0
GR20219,1627001-01-0
GR23029,1722616-01-0
2078-408,1692154-01-0
19924-889,1541301-01-0
19925-810,1666904-02-0
GR22208,1673230-02-0
GR19998,1694878-02-0
GR19994,1619030-01-0
20005-110,1740921-01-39
20004-110,1740921-01-44
20000-123,1740911-01-47
19962-331,1740892-03-46
19926-438,1730909-02-0
GR19908,1652238-01-0
9262-004,1566894-01-0
15662-480,1679833-01-0
15578-400,1667783-02-0
15578-880,1669978-01-0
15350-180,1711842-01-0
GR817,1577648-01-0
15652-330,1674638-03-0
GR20364,1629106-03-0
GR19827,1694806-02-0
GR19835,1694900-02-0
GR19840,1694806-01-0
15630-208,1704621-01-0
18102-888,1574536-02-0
GR20223,1627005-01-0
GR19836,1694931-01-0
19925-458,1574920-01-0
GR737,1596888-01-0
15707-475,1671346-01-39
GR19977,1619018-01-0
GR19265,1610268-01-0
GR14020,1694885-01-0
GR20631,1652251-01-0
GR600,1694848-01-0
GR22122,1669843-01-0
GR22115,1669836-01-0
GR22350,1669115-01-0
GR23685,1745956-01-0
18139-330,1715542-01-713
GR22359,1669113-01-0
GR19959,1619105-01-0
GR19837,1694876-01-0
42000-600,1744353-02-0
GR19589,1618995-01-0
GR19834,1694876-02-0
19999-020,1746906-01-0
GR20001,1694821-01-0
GR848,1577615-01-0
15995-557,1683603-01-45
19935-764,1564660-01-0
18076-201,1593495-01-0
GR20465,1627047-01-0
GR23233,1743347-02-0
GR22271,1694977-01-0
18046-989,1575024-01-0
GR22281,1669911-01-0
GR19839,1694959-01-0
GR999,1743426-01-0
18905-000,1734362-01-0
GR19397,1609458-05-0
18048-141,1708769-01-0
GR23651,1746222-01-0
GR23710,1746289-02-0
GR22844,1722567-01-0
GR20010,1694870-01-0
GR22349,1669114-01-0
GR22357,1669118-01-0
19946-767,1541420-03-0
GR22121,1669847-01-0
GR14022,1694853-01-0
15937-303,1691090-01-47
GR22354,1669116-01-0
GR22351,1669115-03-0
17035-504,1726693-05-06
15555-657,1666912-02-0
17060-001,1732950-01-0
15643-330,1674650-02-0
15629-250,1704612-01-0
GR91000-176,1566822-01-0
GR22025,1669916-01-0
GR23028,1722615-01-0
15015-955,1616136-01-0
20007-123,1740911-01-39
15563-880,1666891-04-0
20019-102,1740893-01-39
20011-112,1740914-01-200
18066-208,1593486-01-0
GR23903,1746102-03-0
GR22994,1722593-01-0
GR23396,1734354-02-0
GR23225,1743381-01-0
GR19634,1650223-01-0
GR19956,1619103-01-0
GR19442,1743264-01-0
16022-101,1713576-01-569
19927-738,1541303-01-0
15577-400,1666897-01-0
GR23296,1734325-01-0
GR23569,1746036-02-0
GR19433,1650215-01-0
GR20490,1639858-01-0
GR22226,1673225-01-0
GR23712,1746290-01-0
GR19601,1619005-01-0
18103-188,1619252-01-0
GR23670,1746147-02-0
GR22146,1669867-01-0
GR19360,1610364-01-0
GR22348,1669824-01-0
GR23522,1746158-01-0
19924-808,1616167-03-0
GR23667,1746139-01-0
17701-448,1616155-01-0
GR20234,1626832-01-0
GR20078,1626987-01-0
GR22204,1673211-01-0
GR19969,1694929-01-0
15009-103,1711782-03-0
15359-205,1619237-01-0
GR23678,1746142-02-0
15636-338,1674648-04-0
18026-330,1576109-04-41
GR23257,1743360-02-0
15009-190,1713563-01-0
GR22922,1743400-01-0
16026-102,1713572-01-569
15568-888,1666894-03-0
19985-330,1573237-03-41
GR23107,1746069-01-0
18040-680,1574532-01-0
GR20260,1694985-01-0
GR20303,1629074-03-0
GR23675,1746146-01-0
GR23677,1746142-01-0
18070-205,1593489-02-0
GR23715,1746287-01-0
GR19613,1619097-01-0
GR19988,1627063-01-0
GR22103,1669819-01-0
15618-250,1704617-03-0
GR23664,1746141-01-0
GR20530,1627010-01-0
GR23109,1746071-01-0
GR19432,1743326-01-0
19935-768,1541277-01-0
18048-100,1715034-01-0
7314-004,1564645-01-0
19927-850,1740913-01-0
GR20304,1639848-01-0
GR19942,1626968-01-0
GR22513,1694933-01-0
GR558,1652275-02-0
GR23236,1743349-01-0
18076-208,1691575-01-0
6045-001,1725554-03-0
16027-102,1713572-01-44
15523-888,1650565-01-0
GR19954,1619101-01-0
GR20582,1747039-01-0
GR20633,1652253-01-0
GR19434,1743440-01-0
GR22175,1669873-01-0
GR20291,1629084-01-0
GR19407,1743260-04-0
15595-840,1666920-03-0
GR104,1546660-01-0
GR19435,1743461-01-0
GR20266,1639845-01-0
15668-400,1674649-03-0
GR22176,1669874-01-0
GR19448,1743450-01-0
GR19443,1650219-02-0
GR23689,1745957-01-0
GR22355,1669117-01-0
GR22123,1669104-01-0
GR22360,1669121-02-0
GR22855,1743365-01-0
17024-006,1732930-01-0
GR20359,1626967-01-0
15009-488,1609182-01-0
GR23773,1746184-01-0
GR22525,1694783-01-0
GR20428,1629099-06-0
GR22860,1743374-01-0
GR20735,1636660-01-0
GR22435,1669148-01-0
19902-008,1616163-02-0
GR23771,1746182-01-0
GR19553,1626849-01-0
15568-405,1666894-01-0
GR22459,1669979-01-0
17040-509,1726693-07-02
19946-768,1541420-05-0
GR22840,1722575-01-0
GR23021,1722611-01-0
GR22511,1669184-01-0
GR22842,1722569-01-0
6023-002,1740883-01-0
15356-665,1616135-03-0
19987-330,1628044-01-209
GR23019,1722610-01-0
15576-888,1666910-01-0
20022-120,1744328-01-200
19962-102,1740892-01-46
19962-166,1740892-02-46
GR23705,1746285-01-0
15671-105,1675059-01-715
19910-458,1734381-01-0
42000-010,1744351-01-0
15557-660,1667814-03-0
16025-122,1719341-02-713
GR23783,1746167-01-0
15003-189,1609178-01-0
50050-001,1744343-01-0
6130-001,1725546-02-0
GR23811,1746300-01-0
15568-403,1666894-04-0
19983-340,1561815-03-200
15110-070,1711854-01-0
GR23563,1746044-01-0
GR19423,1618993-01-0
18046-888,1575024-04-0
29918-668,1541305-03-0
GR19424,1743264-02-0
GR20596,1652247-01-0
GR22432,1694808-01-0
GR22178,1669876-01-0
15359-208,1619237-03-0
47100-080,1748388-01-0
GR23954,1745376-01-0
6112-001,1725512-01-0
15974-103,1722757-01-715
GR22854,1743373-01-0
GR23775,1746187-01-0
GR23810,1746306-01-0
GR23778,1746180-01-0
GR23765,1746179-01-0
GR23271,1745965-01-0
GR23948,1748471-01-0
GR22476,1669165-01-0
9549-409,1600230-01-0
GR19673,1650228-01-0
GR23766,1746178-01-0
GR19781,1619126-01-0
15564-885,1666923-01-0
20084-125,1746127-02-0
15634-000,1671313-01-0
19924-888,1541301-07-0
GR23279,1743369-02-0
GR23560,1746252-01-0
19919-204,1734376-02-0
GR19329,1610240-01-0
GR22242,1673236-01-0
GR23796,1746170-01-0
15623-208,1704618-01-0
GR19874,1619118-01-0
GR22395,1669145-01-0
GR19684,1619081-01-0
GR23841,1746308-01-0
GR22489,1669176-01-0
GR19264,1610268-04-0
15698-225,1675499-01-715
GR20011,1694882-01-0
15622-255,1704615-01-0
GR23779,1746179-02-0
GR22463,1669798-01-0
GR22159,1673203-01-0
15021-888,1616137-03-0
GR22858,1743370-01-0
15577-888,1666897-02-0
GR22180,1669871-01-0
GR19425,1743320-01-0
GR19439,1743424-01-0
GR19421,1743435-01-0
GR19415,1652228-02-0
GR22434,1669155-01-0
GR22019,1669919-01-0
49000-120,1744309-01-0
18048-030,1708775-01-0
20074-100,1748380-01-0
19936-120,1711848-01-0
18078-208,1593493-02-0
15596-848,1666922-03-0
GR22234,1673231-01-0
GR23676,1746144-01-0
19270-360,1528137-01-0
GR19270,1610278-02-0
GR20009,1694918-01-0
GR23826,1746298-01-0
GR20475,1627048-01-0
GR20620,1636667-03-0
GR19357,1610361-01-0
GR20426,1694846-01-0
GR23302,1734268-01-0
GR23376,1734346-02-0
GR20682,1743260-02-0
GR23048,1747028-02-0
GR14028,1694779-05-0
19925-758,1541417-01-0
18066-205,1610281-01-0
GR22172,1669884-01-0
17704-855,1666898-03-0
GR23496,1746208-01-0
GR23571,1746249-01-0
GR23495,1746203-01-0
GR23038,1747032-01-0
GR22498,1745951-01-0
GR22224,1669158-01-0
15712-102,1740894-01-39
GR19142,1610289-01-0
GR22003,1673164-01-0
15671-100,1675059-02-715
18914-490,1730664-01-0
GR14041,1694853-02-0
GR14030,1694779-03-0
15711-102,1740894-01-44
GR22924,1743597-01-0
GR22423,1685316-01-0
6011-089,1725519-01-0
GR23047,1747028-01-0
GR14065,1694772-04-0
GR19883,1694881-01-0
GR19865,1619112-01-0
15563-400,1666891-03-0
GR23871,1746227-01-0
GR23043,1747029-02-0
GR20338,1626927-01-0
GR23078,1746059-01-0
GR22993,1746114-01-0
GR23065,1743575-01-0
19924-885,1541301-04-0
GR14052,1694779-01-0
GR19632,1650213-01-0
GR22958,1722584-01-0
GR22503,1669186-01-0
GR19738,1650231-01-0
GR23774,1746185-01-0
GR23772,1746183-01-0
18024-334,1576104-03-41
GR20759,1636651-01-0
GR22332,1669106-01-0
GR22861,1743370-02-0
17940-444,1619241-01-0
30040-125,1746349-01-0
15668-480,1674649-02-0
19983-101,1740865-01-39
15009-092,1711795-01-0
15009-191,1727932-01-0
GR19872,1619117-01-0
GR22878,1743584-01-0
GR23806,1746310-02-0
GR22870,1743362-02-0
GR23819,1746315-01-0
GR22864,1743354-01-0
15565-468,1666919-01-0
17003-001,1732949-01-0
19960-890,1574925-01-0
GR23649,1746225-01-0
GR23084,1743580-01-0
GR23232,1743347-01-0
GR22886,1746066-02-0
1220-6010,1646403-01-0
GR23958,1745375-02-0
15002-885,1609191-03-0
GR20471,1627039-01-0
GR23097,1746061-01-0
GR22279,1694847-01-0
15569-888,1666893-05-0
GR20522,1650212-01-0
GR22071,1673188-01-0
GR22488,1669158-02-0
GR23718,1746284-01-0
GR19626,1743332-02-0
GR19630,1743311-01-0
GR20220,1627000-01-0
15562-885,1666899-03-0
GR19616,1743259-02-0
GR23865,1746231-01-0
GR23584,1746261-01-0
GR23472,1746041-01-0
GR20473,1629062-03-0
GR20649,1636671-01-0
GR22017,1669914-01-0
GR19629,1743456-01-0
18072-208,1593487-02-0
GR23487,1746042-01-0
GR22289,1685293-01-0
GR20461,1629057-03-0
15016-888,1616153-04-0
GR22288,1685303-02-0
GR23104,1746065-02-0
GR19619,1743261-02-0
GR19620,1743261-03-0
GR22523,1694804-01-0
GR23815,1746303-01-0
GR23716,1746286-01-0
GR23822,1746299-01-0
GR19325,1609457-03-0
GR22880,1743570-01-0
GR23278,1743369-01-0
GR22862,1743371-01-0
GR19248,1610246-01-0
17053-501,1726712-01-152
GR22004,1669902-01-0
GR23813,1746307-01-0
17051-501,1726711-01-152
15587-848,1717422-01-0
GR20569,1627029-01-0
GR23277,1743367-01-0
GR19729,1746083-01-0
18032-458,1574554-01-0
15680-120,1675060-01-713
16022-100,1727949-01-569
16033-101,1715541-02-52
18046-657,1670985-01-0
16025-102,1713572-01-39
60003-100,1727938-02-0
42000-011,1744350-01-0
18903-001,1734357-01-0
GR19418,1743443-01-0
GR19888,1745986-01-0
GR22001,1743325-01-0
GR22433,1669155-02-0
GR19419,1743436-01-0
GR19413,1652228-01-0
GR20447,1639850-01-0
GR19269,1610278-01-0
19902-815,1616165-01-0
15023-188,1619268-01-0
GR19412,1652228-03-0
GR19417,1743331-01-0
GR19414,1743260-01-0
GR20294,1629085-01-0
19280-365,1528155-02-0
17065-006,1732938-01-0
GR23696,1746087-01-0
GR19402,1609457-06-0
GR19401,1609458-06-0
GR22264,1673243-01-0
GR22492,1669157-01-0
GR22027,1669918-01-0
15009-101,1711782-01-0
GR22250,1673238-02-0
15002-888,1609191-02-0
2065-001,1737318-01-0
GR988,1636674-01-0
19909-888,1616166-01-0
GR19641,1619011-01-0
GR842,1577620-01-0
15562-880,1666899-02-0
398-302,1696994-01-0
15596-840,1666922-02-0
15350-001,1732280-01-0
19925-880,1666904-03-0
15961-602,1740503-02-23
GR19327,1609457-02-0
GR22231,1673226-01-0
GR20648,1636680-01-0
GR20472,1629062-08-0
19914-360,1730653-01-0
15516-888,1650534-01-0
29280-300,1748381-03-0
15624-100,1732181-01-0
19999-060,1746905-01-0
29993-423,1711780-02-0
15549-000,1666913-01-0
18048-020,1708774-01-0
18046-000,1616158-01-0
GR22026,1669917-01-0
15350-220,1713579-01-0
19988-330,1573229-02-0
GR23864,1746238-01-0
GR23654,1746217-01-0
GR23650,1746223-01-0
GR23504,1746048-01-0
GR23481,1746033-01-0
GR20681,1747042-01-0
GR23474,1746039-01-0
GR22210,1673222-01-0
GR22278,1694907-01-0
29892-888,1666918-01-0
GR22461,1669803-02-0
GR22202,1673216-01-0
19996-428,1711781-03-0
GR23797,1746168-01-0
GR23507,1746052-01-0
GR20647,1636677-01-0
GR23579,1746265-03-0
GR23489,1746207-01-0
GR22293,1685291-01-0
GR22257,1694948-01-0
GR19334,1609458-01-0
GR23824,1746301-01-0
15533-888,1650560-01-0
GR20491,1636676-04-0
GR22471,1669802-01-0
46000-130,1744371-01-0
GR23037,1722619-01-0
GR22430,1685322-01-0
19948-256,1566820-02-0
GR22425,1685318-01-0
GR23398,1734354-01-0
GR19863,1619110-01-0
GR19722,1694982-01-0
GR22991,1722604-02-0
16014-504,1689731-02-163
19996-016,1732184-01-0
GR22424,1685317-01-0
GR23859,1746236-01-0
20071-101,1746126-01-0
GR22207,1745950-01-0
GR22241,1673235-01-0
GR22992,1722604-01-0
GR22502,1669188-03-0
GR22015,1745972-01-0
GR22927,1743602-01-0
GR22276,1694942-01-0
15015-888,1616136-02-0
GR22984,1743599-01-0
GR14051,1694779-06-0
19996-060,1711791-01-0
GR19905,1745988-02-0
18101-188,1574551-01-0
GR23702,1746092-01-0
GR987,1652220-01-0
GR816,1577630-01-0
GR815,1577598-01-0
16024-101,1713576-01-39
GR19213,1610228-01-0
GR19335,1609458-03-0
19997-070,1713574-01-0
GR22295,1685301-01-0
GR20462,1629055-03-0
GR23836,1746320-01-0
15019-608,1619266-01-0
GR23832,1746312-01-0
GR22330,1669105-01-0
GR20466,1627046-01-0
GR23486,1746031-01-0
29918-660,1541305-02-0
GR19521,1626996-01-0
GR19625,1743423-01-0
GR22290,1685290-01-0
GR20463,1652192-01-0
GR22474,1669156-02-0
GR23656,1746220-01-0
GR22298,1685303-01-0
GR22296,1685302-01-0
16013-501,1689731-01-20
GR23840,1746064-01-0
GR23561,1746251-01-0
18075-208,1715050-01-0
GR22272,1694782-01-0
GR20464,1629062-06-0
42000-631,1744352-01-0
GR22252,1694826-01-0
GR20484,1639854-01-0
15620-250,1704616-02-0
GR23880,1746122-01-0
GR22501,1669188-01-0
GR19200,1610231-01-0
GR20482,1627045-01-0
GR19623,1743332-01-0
GR23499,1746051-01-0
19912-888,1610295-03-0
GR91000-183,1562111-01-0
GR22239,1673235-02-0
GR22007,1669909-01-0
19936-040,1708761-02-0
GR23617,1746021-01-0
GR23629,1746013-01-0
16091-504,1726697-02-31
GR22219,1669158-03-0
17050-501,1726711-01-93
19999-051,1732185-01-0
GR19273,1610278-04-0
GR23662,1746145-01-0
GR19949,1626974-01-0
16043-101,1746904-01-41
1021-222L,1737173-01-0
GR23607,1746015-01-0
GR23621,1746026-01-0
18039-660,1574540-01-0
29918-778,1541305-01-0
GR23614,1746024-01-0
GR22877,1743585-02-0
19921-041,1734378-01-0
GR20665,1652252-01-0
GR22879,1746072-01-0
GR23484,1746035-02-0
GR22066,1673180-01-0
GR22297,1685302-02-0
GR23476,1746043-01-0
GR19604,1619008-01-0
GR23701,1746091-02-0
9291-400,1560321-01-0
19924-884,1541301-03-0
15350-060,1711850-01-0
15028-888,1616143-01-0
GR22338,1669111-01-0
GR22240,1673235-03-0
GR22073,1673188-02-0
GR22277,1694914-01-0
GR22074,1673187-02-0
GR22259,1694770-01-0
GR23523,1746156-01-0
18045-660,1666906-01-0
GR19612,1619099-01-0
GR23079,1746060-01-0
GR22070,1673181-01-0
46000-160,1744369-02-0
41000-113,1744362-01-0
GR22299,1685304-01-0
GR19614,1743439-01-0
42000-290,1744367-02-0
GR91000-168,1566822-02-0
18024-330,1576104-01-41
16025-101,1713572-03-39
GR22206,1673219-01-0
GR22016,1669914-02-0
GR845,1577653-01-0
GR843,1577610-01-0
GR20306,1629079-02-0
GR19600,1619004-01-0
GR989,1652221-01-0
GR19897,1745988-01-0
GR20218,1627003-01-0
GR91000-164,1566824-01-0
15451-855,1734366-01-0
GR23246,1743345-01-0
GR19603,1619007-01-0
GR19606,1619012-01-0
GR19817,1650232-01-0
60016-003,1703398-01-136
GR22462,1669803-01-0
GR19209,1610312-01-0
GR23955,1745376-02-0
19925-889,1554054-03-0
GR22406,1669152-01-0
18042-685,1574537-01-0
GR23861,1746234-01-0
GR22174,1669879-01-0
GR22458,1669187-01-0
2121-444,1695251-01-0
GR22925,1743598-01-0
15713-530,1692862-01-200
18102-188,1574536-01-0
GR22427,1685319-01-0
GR22420,1685307-01-0
15712-118,1675488-01-39
19912-880,1610295-01-0
GR22822,1722561-02-0
GR20553,1627020-01-0
GR22018,1669914-03-0
19936-012,1715045-01-0
15635-338,1674636-02-0
GR23868,1746030-01-0
GR14029,1694779-04-0
GR22173,1669885-01-0
GR19741,1619013-01-0
GR23174,1743393-01-0
GR23527,1746151-01-0
GR22475,1669156-01-0
GR22824,1722564-01-0
GR550,1652274-01-0
GR23132,1743557-01-0
GR22421,1685315-02-0
15009-090,1732178-01-0
15106-588,1711792-01-0
GR22171,1669886-01-0
GR14024,1694935-01-0
GR23720,1746282-01-0
GR23493,1746205-01-0
GR19592,1618996-01-0
GR23042,1747029-01-0
